"Timestamp","Please, select your college/department ","Please, specify your program","Which of the following best describes your current status?","How many years into your current program are you?","Do you receive UVM stipend?","Is your stipend...","On the scale of 1-5, where 1 is ""extremely dissatisfied"" and 5 is ""extremely satisfied"", how satisfied are you with your current UVM stipend? ","Do you pay comprehensive fees?","Do you own or rent the house where you currently live?","Do you have any dependants (a child, spouse, parent, or certain other relative to whom you contribute all or a major amount of necessary financial support)?","How much do you pay for rent/ mortgage monthly? Please specify the exact amount in $ that you personally pay. ","Do you pay..","On average, how much do you pay monthly for utilities? (Heat, Electricity, Internet) ","Do you have a budgeted savings per month?"," Please list your top 3 monthly expenses","Please list top 3 things on which you would like to spend more money monthly","Please provide any additional comments or observations"
"2019/02/10 6:02:50 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Civil and Environmental Engineering","Doctoral student","Second year","Yes, Mixed full-time (20h), GRA+GTA","9-month stipend?","1","Yes, full fee","Rent","No","782.5","Partial amount of the rent/ mortgage","$50-$100","No","Rent, Grocery, Utilities","Grocery, Transportation, Recreational Activities",""
"2019/02/10 6:02:56 PM EST","COLLEGE OF MEDICINE","Public Health","Master's student","First year","No","","","Yes, full fee","Own","No","1600","Full amount of the rent/ mortgage","Greater than $300","","mortgage, gas bill, gasoline","investments, mortgage, loan repayment",""
"2019/02/10 8:28:47 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant Biology","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","2","2 years worth of fees are covered by my fellowship","Rent","No","750","Partial amount of the rent/ mortgage","$100-$150","Yes","Heat, Groceries, student loan payment","saving for retirement, student loan debt, ",""
"2019/02/10 10:17:43 PM EST","Other","Neuroscience","Doctoral student","Second year","Yes, Full (20h) GRA","12-month stipend?","3","Yes, full fee","Rent","No","700","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, food, utilities","Hobbies, food, entertainment","While stipends are adjusted up annually, they are not sufficiently adjusted to account for inflation, resulting in a net loss in income"
"2019/02/11 7:51:40 AM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Doctoral student","Second year","No","","","No, my grant/program covers it","Rent","No","$540.63","Partial amount of the rent/ mortgage","$50-$100","No","Rent, paying off loans, groceries","Savings, travel, car payments to purchase a new car",""
"2019/02/11 8:15:10 AM EST","COLLEGE OF ARTS AND SCIENCES","Psychological Science","Doctoral student","First year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","775","Full amount of the rent/ mortgage","Less than $50","No","Rent, Utilities, Groceries","Groceries, Alcohol","Moar money pleaz"
"2019/02/11 8:29:34 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Counseling","Master's student","Third year","No","","","Yes, full fee","Rent","No","1000","Partial amount of the rent/ mortgage","$50-$100","No","rent, groceries, car expenses and gas","savings, retirement",""
"2019/02/11 8:45:48 AM EST","COLLEGE OF MEDICINE","Neuroscience","Doctoral student","Second year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","$50-$100","No","Rent/bills, food, necessities","Food, extracurricular activities, events",""
"2019/02/11 8:47:30 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Mental Health Counseling","Master's student","Second year","No","","","Yes, full fee","Rent","No","700","Full amount of the rent/ mortgage","nothing (included in rent)","No","Rent, Food, Gas","Things for my own self-care/health",""
"2019/02/11 8:51:14 AM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Doctoral student","Second year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","3","Yes, full fee","Own","No","600","Partial amount of the rent/ mortgage","$150-$200","Yes","Mortgage, Food, Insurance","Savings, Food, Travel","I'm not sure why our ""full funding"" packages in Rubenstein do not include the comprehensive fees which are quite substantial. Also, I did not receive a cost of living increase between my first and second year."
"2019/02/11 9:06:10 AM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Second year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","717","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, car payments","Food, savings, fun","The uncertainty of a 9 month stipend makes the months leading up to the summer stressful"
"2019/02/11 9:42:12 AM EST","COLLEGE OF MEDICINE","Cellular, Molecular, and Biomedical Sciences","Doctoral student","Fifth year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, reduced fee (I am a continuous studies student)","Rent","No","500","Full amount of the rent/ mortgage","$100-$150","No","Rent, food, gas","Going out, traveling, workout/dance classes",""
"2019/02/11 10:20:40 AM EST","COLLEGE OF ARTS AND SCIENCES","Neuroscience Graduate Program","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","1000","Partial amount of the rent/ mortgage","$100-$150","Yes","rent, food, utilities","savings, buying a home, activities","Burlington and surrounding areas are very expensive and the cost of living is high, I would not be able to afford this place without the help I get. "
"2019/02/11 10:21:19 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Mathematics","Doctoral student","Third year","Yes, Full (20h) GTA","9-month stipend?","4","Yes, full fee","Rent","No","550","Partial amount of the rent/ mortgage","$50-$100","No","Rent, Groceries, Gas","","Even though I have to pay the student fees right back to the school (around $2000 per year), (meaning I only get paid around $18,000), I have to report the full $20,000 and I get taxed on that. Uncool."
"2019/02/11 10:53:43 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Public Administration","Master's student","First year","No","","","Yes, full fee","Rent","No","825","Full amount of the rent/ mortgage","Less than $50","Yes","Rent, food, school loans ","Savings, travel, clothing",""
"2019/02/11 11:38:00 AM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Forestry ","Doctoral student","Third year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Own","No","750","Partial amount of the rent/ mortgage","$50-$100","No","Rent groceries gas","Savings retirement student loans","I'm not wealthy by any means but relative to other grad programs RSENR pays quite a bit. My main complaint is about the comprehensive fee. It is absurdly high."
"2019/02/11 12:16:28 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","RSNER","Doctoral student","Second year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","850","Partial amount of the rent/ mortgage","$50-$100","Yes","rent, food, fees","eating out, leisure, clothing","Comprehensive fees are a burden!"
"2019/02/11 12:22:31 PM EST","COLLEGE OF ARTS AND SCIENCES","Psychology","Doctoral student","Forth year","Yes, Mixed full-time (20h), GRA+GTA","Other","3","Yes, reduced fee (I am a continuous studies student)","Rent","No","750","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent, utilities, groceries","Savings, travel home to family, professional wardrobe",""
"2019/02/11 1:12:39 PM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology","Doctoral student","Second year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","$575","Partial amount of the rent/ mortgage","$100-$150","Yes","rent, phone bill, heat bill","savings","Not having to pay a fee would make a huge difference"
"2019/02/11 1:16:13 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Social Work","Master's student","Second year","Yes, Full (20h) GRA","9-month stipend?","4","No, I am not required to pay the fees","Rent","No","750","Full amount of the rent/ mortgage","$50-$100","Yes","housing, food, gas","food (healthier options), recreation, housing ( better housing)",""
"2019/02/11 1:26:03 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DNP","Doctoral student","Second year","No","","","Yes, full fee","Own","No","980.00","Full amount of the rent/ mortgage","$200-$300","Yes","Food, Dog supplies, Car","Food, Savings account, Home improvement",""
"2019/02/11 1:55:05 PM EST","COLLEGE OF MEDICINE","Pharmacology","Master's student","First year","No","","","Yes, full fee","Rent","No","750","Full amount of the rent/ mortgage","Less than $50","No","Rent, Utilities, Groceries","Take out, Gas, Movies",""
"2019/02/11 2:25:03 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","MS - CDAE","Master's student","Second year","Yes, Mixed full-time (20h), GRA+GTA","9-month stipend?","3","Yes, full fee","Rent","No","800","Partial amount of the rent/ mortgage","$150-$200","No","Rent, private student loans, food","Savings, food","I can't afford to live here and the cost of living is just ridiculous.  Rent is much higher than any other comparable city I've lived in even though the buildings are much older and many are in need of repair.  The houses are also usually poorly insulated and last winter it cost me $160 a month to heat a 1 bedroom apartment to 65 degrees (I've since moved to a 2 bedroom which is even more expensive).  We have to turn the heat down and wear our winter coats inside so that we can afford our bills.  Food is also expensive and lower quality (I get that we live far north, but there's no reason for milk to be as expensive as it is).  UVM does not offer grad student housing so we are stuck living in expensive places on wages that make us eligible for food stamps.  Not to mention many, many people work more hours than 20 without extra pay."
"2019/02/11 4:12:33 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Field Naturalist","Master's student","First year","Yes, Full (20h) GTA","Other","4","Yes, full fee","Rent","No","$515","Partial amount of the rent/ mortgage","$50-$100","No","rent, groceries, eating out","savings",""
"2019/02/11 5:13:13 PM EST","COLLEGE OF ARTS AND SCIENCES","English","Master's student","First year","Yes, Full (20h) GTA","9-month stipend?","4","No, my grant/program covers it","Rent","No","$700","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent, groceries, electricity.","I'd like to put more in savings.",""
"2019/02/11 5:54:29 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Master's student","First year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Rent","No","800","Full amount of the rent/ mortgage","$50-$100","No","Rent, utilities, groceries","leisurely outings, shopping, travel","I am a student from out-of-state, thus my tuition and fees are more expensive than a student who is in state. This also greatly impacts the coverage provided by my stipend. As a result, I have taken out student loans as a graduate student. While my loans from undergrad are currently deferred, I will ultimately have to pay off my undergraduate and graduate student loans once I graduate from UVM. Having a half-time stipend also limits the number of credits that are covered for me each semester, which does factor in to how much I am willing to pay for additional credits beyond this coverage each semester, especially given the fact I am paying for credits at the out of state rate. Overall, my comments would be that the stipend provided is not enough to live off of as a graduate student, unless there is another source of supplementary income, which is extremely difficult to do with the pressure and expectations as a grad student, or through other means such as tapping into my personal savings or taking out additional student loans."
"2019/02/11 8:02:35 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Materials Science ","Doctoral student","Six years and more","Yes, Full (20h) GRA","12-month stipend?","3","Yes, reduced fee (I am a continuous studies student)","Rent","No","750.00","Partial amount of the rent/ mortgage","nothing (included in rent)","No","Rent, Groceries, Gasoline ","Savings, School Loan, Car Loan",""
"2019/02/11 8:20:25 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","MPA","Master's student","First year","No","","","Yes, full fee","Rent","No","630","Full amount of the rent/ mortgage","$100-$150","No","rent, car payment, car insurance","savings, food, health",""
"2019/02/11 9:37:57 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Master's student","First year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Rent","No","470","Full amount of the rent/ mortgage","$50-$100","No","Rent, food, travel","Shopping for more local/organic foods, outdoor gear, supporting local shows/musicians/entertainment",""
"2019/02/11 11:30:24 PM EST","COLLEGE OF ARTS AND SCIENCES","General/Experimental Psychology","Doctoral student","Forth year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","690.00","Full amount of the rent/ mortgage","$100-$150","No","Rent, food, utilities","Self-care, clothing, activities","A 9-month stipend is not enough, especially when there is no guarantee (or likelihood) of a summer placement with the university.  I have had to either take out loans or get a job outside of my field (detracting from my productivity and career advancement) every summer in order to pay my basic living expenses.  Now that I have my M.A., I can teach a summer course to get by, but it was VERY rough the first few years, and meant that I didn't get as much research done as I could have."
"2019/02/11 11:59:31 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Material Science engineering ","Doctoral student","First year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","$800","Full amount of the rent/ mortgage","$50-$100","Yes","Rent, food, gas ","Food, entertainment, savings ","
Unddtvradua"
"2019/02/12 12:06:46 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Material science engineering ","Doctoral student","First year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","850","Full amount of the rent/ mortgage","$50-$100","Yes","Rent, food, gas","Food, entertainment, savings ","The undergraduate out of state students have the ability to pay the exorbitant rent demands from private property owners. The cost of rent in Burlington is almost as expensive as Boston for this reason. The current stipend is enough for those whom are homeowners outside of the burlington area. For students living in burlington, the current stipend is just barely enough for rent, food, basic necessities, the ~1k comprehensive fee a semester, and $150/month savings. Living in an apartment with rent $500-650 provides nothing but a run down old building that is poorly managed. It's almost dehumanizing to seek higher education for personal growth and then live in a run down apartment just to save money. There needs to be a way for graduate students to live and feel like successful people with the money we make. "
"2019/02/12 6:01:33 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Counseling","Master's student","First year","No","","","Yes, full fee","Rent","No","$650","Full amount of the rent/ mortgage","nothing (included in rent)","No","Rent, food, gas","Food, school supplies, home necessities",""
"2019/02/12 1:56:19 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","PSS","Doctoral student","Third year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","$750","Full amount of the rent/ mortgage","$50-$100","No","Rent, car lease and insurance, medical expenses","","I think we all need some saving, which hard to have with our salary and expense of living here in VT. In my case, I never feel safe about my financial situation. My only hope is not to go to emergency room! "
"2019/02/12 6:41:55 PM EST","COLLEGE OF MEDICINE","Neuroscience Graduate Program","Doctoral student","Six years and more","Yes, Full (20h) GRA","12-month stipend?","4","Yes, reduced fee (I am a continuous studies student)","Rent","No","700","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, utilities, groceries","savings, gym/health, restaurants",""
"2019/02/12 7:11:34 PM EST","COLLEGE OF ARTS AND SCIENCES","Biology","Doctoral student","Fifth year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, full fee","Rent","No","750","Partial amount of the rent/ mortgage","$50-$100","No","rent, food, utilities","activities",""
"2019/02/13 1:01:13 PM EST","Other","Continuing Education - Public Health/Post Bac","Master's student","First year","No","","","Yes, full fee","Rent","No","$750","Full amount of the rent/ mortgage","$50-$100","No","Food, School, Rent","Would like to save",""
"2019/02/13 1:02:07 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Biostatistics","Master's student","First year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Rent","No","$900","Full amount of the rent/ mortgage","nothing (included in rent)","No","","",""
"2019/02/13 1:02:13 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Educational Leadership","Master's student","Second year","No","","","","Rent","No","$500","Partial amount of the rent/ mortgage","nothing (included in rent)","No","Rent, groceries, gas","",""
"2019/02/13 1:02:36 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Higher Education and Student Affairs","Master's student","First year","Yes, Full (20h) GRA","9-month stipend?","5","Yes, full fee","Other:","No","0","I work for Residential Life, it is free housing","nothing (included in rent)","Yes","Groceries, Gas, Other Spending","I don't understand this prompt",""
"2019/02/13 1:03:11 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Animal, Nutrition and Food Sciences","Doctoral student","Forth year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","625","Partial amount of the rent/ mortgage","$100-$150","No","Rent, food, car payments/insurance","Savings, Retirement fund, Clothing/shoes",""
"2019/02/13 1:03:13 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Electrical Engineering","Doctoral student","Second year","No","","","No, my grant/program covers it","Rent","No","642","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, Food, personal expenditures","Fun, car, travel",""
"2019/02/13 1:03:19 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Nutrition and Food Science","Master's student","Second year","No","","","Yes, full fee","Rent","No","650","Full amount of the rent/ mortgage","$50-$100","No","rent, food and utilites","Outdoor activities",""
"2019/02/13 1:03:41 PM EST","COLLEGE OF ARTS AND SCIENCES","GEOLOGY","Master's student","First year","Yes, Full (20h) GTA","9-month stipend?","2","Yes, full fee","Rent","No","750","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, Food, Loans","Food, Investments, Music","A small bump in monthly stipends or a reduction in fees could make a huge difference financially for me. "
"2019/02/13 1:03:53 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Material Science","Doctoral student","Second year","Yes, Full (20h) GRA","9-month stipend?","1","Yes, full fee","Rent","Yes","1150.00","Full amount of the rent/ mortgage","$100-$150","No","Grocery, Xfinity, Utilities bill","Grocery, apartment, phone network","It is hard to sustain with the very limited stipend from UVM"
"2019/02/13 1:04:46 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Doctoral student","Second year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","Partner who is not able to work because of their academic program","$931","Full amount of the rent/ mortgage","$200-$300","Yes","Rent, car payment, internet","Groceries, clothes, pleasure/fun things","I only have on average $200 left over after monthly bills to go to gas, groceries, and any unknown emergency costs or medical bills"
"2019/02/13 1:05:02 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Masters of social work","Master's student","Second year","Yes, Part-time (10h)","9-month stipend?","4","Yes, full fee","Rent","No","885","Full amount of the rent/ mortgage","$50-$100","No","rent, food, utilities","savings, loan interest payments",""
"2019/02/13 1:05:09 PM EST","COLLEGE OF ARTS AND SCIENCES","Biology","Master's student","Forth year","Yes, Full (20h) GTA","9-month stipend?","2","Yes, full fee","Rent","No","700","Partial amount of the rent/ mortgage","$50-$100","Yes","Room rent, food and utilities"," Recreation",""
"2019/02/13 1:05:48 PM EST","GROSSMAN SCHOOL OF BUSINESS","Mastery of Accounting","Master's student","First year","No","","","Unsure","Rent","No","$500","Full amount of the rent/ mortgage","$150-$200","No","Groceries, rent, food out","Groceries, office supplies, Clothes",""
"2019/02/13 1:06:13 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","","Doctoral student","First year","Yes, Full (20h) GRA","Other","1","Yes, full fee","Rent","No","780","Partial amount of the rent/ mortgage","$100-$150","Yes","food, gas, utilities","food, outings, entertainment ",""
"2019/02/13 1:06:45 PM EST","COLLEGE OF ARTS AND SCIENCES","Neuroscience","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","537.50","Partial amount of the rent/ mortgage","nothing (included in rent)","Yes","Car Lease, Insurance, Phone Bill","Savings, travel plans, food",""
"2019/02/13 1:06:51 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant Biology","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","3","Yes, full fee","Rent","No","700","Full amount of the rent/ mortgage","$100-$150","No","Rent, Car loan, Groceries","Groceries, savings, entertainment ",""
"2019/02/13 1:08:09 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Higher Education Student Affairs Administration","Master's student","First year","Yes, Full (20h) GRA","9-month stipend?","4","Yes, full fee","Rent","No","$700","Full amount of the rent/ mortgage","nothing (included in rent)","Yes","Rent, food, student fees","N/A","The question about our position asked if we had a GRA or GTA position. I have neither, I have a GA position. I'd also like to state that this is in my own experience as someone coming from an upper middle class background."
"2019/02/13 1:09:41 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","PhD","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","2","Yes, full fee","Rent","No","$1050","Full amount of the rent/ mortgage","Less than $50","No","Rent, food, gas","Rent - get a quieter and bigger place, food - so I don't need to go to Food shelf, recreation in VT","I really wish my grant covered the program fees - it lowers my stipend substantially."
"2019/02/13 1:11:36 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DPT","Doctoral student","First year","No","","","Yes, full fee","Rent","No","$785.00","Full amount of the rent/ mortgage","$50-$100","Yes","car insurance, food, and necessities: laundry $, hygiene products, vitamins, trash bags, toilet paper etc.  ","eating out, hobbies: snowboarding, ice skating, paddle boarind, traveling gas money","don't have enough money for the amount of traveling requied to cover clinics not for mandatory clinics out of state (may have to pay housing in two locations, not enough money for that)"
"2019/02/13 1:12:37 PM EST","COLLEGE OF ARTS AND SCIENCES","psychology","Doctoral student","Second year","Yes, Full (20h) GRA","9-month stipend?","4","Yes, full fee","Rent","No","750","Full amount of the rent/ mortgage","$50-$100","Yes","rent, food, other","",""
"2019/02/13 1:14:19 PM EST","COLLEGE OF ARTS AND SCIENCES","Geology","Master's student","Second year","Yes, Full (20h) GTA","12-month stipend?","4","Yes, full fee","Rent","No","$510.00","Partial amount of the rent/ mortgage","$50-$100","No","","",""
"2019/02/13 1:14:20 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources, PhD","Doctoral student","Third year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Rent","No","910","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, food, misc","Rent",""
"2019/02/13 1:14:52 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Communication Sciences and Disorders","Master's student","First year","No","","","Yes, full fee","Rent","No","$1550","Full amount of the rent/ mortgage","$100-$150","Yes","  Rent, food,  credit payments","student loan debt, tuition, new clothing",""
"2019/02/13 1:14:58 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Counseling","Master's student","First year","No","","","Yes, full fee","Rent","No","$800.00","Full amount of the rent/ mortgage","$100-$150","No","UVM tuition, rent, internet","Heat, organic food, self-care",""
"2019/02/13 1:15:38 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Computer Science","Master's student","Second year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","650","Full amount of the rent/ mortgage","$100-$150","No","rent, food, utilities","",""
"2019/02/13 1:17:02 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DEPN","Doctoral student","First year","No","","","Yes, full fee","Other:","No","650","Partial amount of the rent/ mortgage","$200-$300","No","Food, Gas, credit card payment","Food, clothes, events ",""
"2019/02/13 1:17:33 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Complex Systems and Data Science ","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, reduced fee (I am a continuous studies student)","Rent","No","695","Full amount of the rent/ mortgage","$50-$100","Yes","Rent, groceries, meals","Rent, entertainment, sports ",""
"2019/02/13 1:17:50 PM EST","COLLEGE OF ARTS AND SCIENCES","G/E Psychology","Doctoral student","Fifth year","Yes, Full (20h) GRA","12-month stipend?","3","No, my grant/program covers it","Rent","No","775","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent/bills, food, entertainment","Travel, nicer living space, savings","I am far too busy with my work to spend much money and I have a partner who works full time, so I do not feel economically constrained. However, the amount of compensation is far too low for the amount of hours and work I put in. It is not uncommon for me to work 60-80 hours a week, yet my compensation is similar to a someone who earns just above minimum wage at 40 hour a week. Despite free tuition and fees, the compensation is not justified. Grad students are on the front lines of scientific progress but are very poorly compensated relative to higher ranking university members. This is a larger problem not specific to UVM. "
"2019/02/13 1:17:50 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","PhD","Doctoral student","Forth year","Yes, Mixed full-time (20h), GRA+GTA","Other","2","Yes, full fee","Rent","No","885","Full amount of the rent/ mortgage","$100-$150","No","rent, food, gas","life-- like nicer food, maybe even start saving, healthcare ","The stipend is ridiculous. At UVM we are sold on the idea that our stipend is a really good one compared to other universities. The reality is that our stipend is just for survival and that is all. As a UVM PhD student we deal with so much more and financial stability should not be one of them. God forbid your car breaks down, you have to get some sort of emergency work done (teeth cleaning, broke your foot) you are completely out of luck. This isn't living this is indentured slavery. "
"2019/02/13 1:20:25 PM EST","COLLEGE OF ARTS AND SCIENCES","","Doctoral student","Second year","Yes, Mixed full-time (20h), GRA+GTA","9-month stipend?","2","Yes, full fee","Rent","Yes","700","Full amount of the rent/ mortgage","$100-$150","No","","",""
"2019/02/13 1:20:27 PM EST","COLLEGE OF MEDICINE","Pharmacology ","Master's student","First year","No","","","Yes, full fee","Rent","No","$800","Full amount of the rent/ mortgage","Less than $50","Yes","Food, Rent","",""
"2019/02/13 1:21:42 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","CMB","Doctoral student","Second year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","nothing (included in rent)","Yes","Rent, food, gas","Saving for a down payment on a house, savings for car repairs",""
"2019/02/13 1:22:23 PM EST","COLLEGE OF MEDICINE","CMB","Doctoral student","Fifth year","Yes, Full (20h) GRA","12-month stipend?","4","No, my grant/program covers it","Rent","No","1200","Full amount of the rent/ mortgage","$150-$200","Yes","food, rent, utilities","hobbies, recreation, food","no"
"2019/02/13 1:22:40 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Physical therapy","Doctoral student","Second year","No","","","Yes, full fee","Rent","No","$1800/month","Partial amount of the rent/ mortgage","$50-$100","No","Rent, car, groceries","Better groceries, winter clothing, better quality toiletries","I have to work part-time on top of a rigorous program so I can afford to live. I make $23/hour and work a minimum of 4 hours per week. "
"2019/02/13 1:23:45 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","PhD","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","3","Yes, full fee","Rent","No","610","Partial amount of the rent/ mortgage","$100-$150","No","Rent, food, bills","leisure, saving, physical health","For me, the stipend provides the bare minimum but does not allow me to participate in off campus activities (yoga, climbing, going out of town once in a while, buying a bicycle ect.)."
"2019/02/13 1:24:03 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Statistics","Master's student","First year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Rent","No","550","Partial amount of the rent/ mortgage","$50-$100","No","rent, groceries, gas","travel",""
"2019/02/13 1:25:09 PM EST","COLLEGE OF ARTS AND SCIENCES","Psychological Science General Experimental ","Doctoral student","Forth year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","485","Partial amount of the rent/ mortgage","Less than $50","No","rent, groceries, car payment ","extracurriculars, paying off loans, home items ",""
"2019/02/13 1:29:45 PM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology ","Doctoral student","First year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","$607.50","Partial amount of the rent/ mortgage","$50-$100","No","Rent, Car payment, car insurance","self care, food","My life would be a lot easier if I did not have to pay the full comprehensive fee. What is particularly upsetting is that I personally do not use most of what the comprehensive fee is supposed to contribute to in the university (e.g., library, on-campus bus, Davis Center). Additionally, I have friends in clinical psychology programs across the country who pay about $200/semester for the comprehensive fee, whereas we have to $1000. During the Graduate TA orientation when a fellow student asked why the fee was so high, there was no clear response. It seems unjust but also like we have no choice but to pay it, and that $150/paycheck would go a long way for me because as of right now, I can just get by. "
"2019/02/13 1:31:05 PM EST","Other","Interdisciplinary Education","Master's student","First year","No","","","Yes, full fee","Rent","No","1400","Full amount of the rent/ mortgage","$100-$150","Yes","rent, car, food","eating/drinking out",""
"2019/02/13 1:31:55 PM EST","COLLEGE OF MEDICINE","Masters of Medical science  ","Master's student","First year","No","","","Yes, full fee","Rent","No","550","Full amount of the rent/ mortgage","nothing (included in rent)","Yes","Gas, food, rent","Food",""
